,Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,강우감지,일사량,외부풍속,지습,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
5824,1153,farm05,20190108,27주차,270.3133333,80.6704167,14.3408333,1.0,873,0.0,30.414950352866246,6,2.59,6.18,136
5825,1153,farm05,20190109,27주차,245.2491667,77.85875,14.23625,0.0,1424,0.0,30.414950352866246,8,2.74,5.3,137
5826,1153,farm05,20190110,27주차,247.8070833,77.9583333,14.5408333,0.0,1261,0.0,30.414950352866246,7,2.72,5.05,124
5827,1154,farm05,20190104,27주차,260.60875,74.59125,15.5325,1.0,1132,0.0,30.414950352866246,7,2.78,4.9,126
5828,1154,farm05,20190105,27주차,268.4720833,78.0533333,15.7254167,1.0,1074,0.0,30.414950352866246,9,2.72,5.33,106
5829,1154,farm05,20190106,27주차,267.4558333,75.8208333,14.4391667,0.0,1116,0.0,30.414950352866246,7,2.76,5.37,118
5830,1154,farm05,20190107,27주차,268.0158333,73.1104167,14.5166667,0.0,1104,0.0,30.414950352866246,7,2.78,4.94,135
5831,1154,farm05,20190108,27주차,270.3133333,80.6704167,14.3408333,1.0,873,0.0,30.414950352866246,6,2.59,6.18,136
5832,1154,farm05,20190109,27주차,245.2491667,77.85875,14.23625,0.0,1424,0.0,30.414950352866246,8,2.74,5.3,137
5833,1154,farm05,20190110,27주차,247.8070833,77.9583333,14.5408333,0.0,1261,0.0,30.414950352866246,7,2.72,5.05,124
5834,1155,farm05,20190104,27주차,260.60875,74.59125,15.5325,1.0,1132,0.0,30.414950352866246,7,2.78,4.9,126
5835,1155,farm05,20190105,27주차,268.4720833,78.0533333,15.7254167,1.0,1074,0.0,30.414950352866246,9,2.72,5.33,106
5836,1155,farm05,20190106,27주차,267.4558333,75.8208333,14.4391667,0.0,1116,0.0,30.414950352866246,7,2.76,5.37,118
5837,1155,farm05,20190107,27주차,268.0158333,73.1104167,14.5166667,0.0,1104,0.0,30.414950352866246,7,2.78,4.94,135
5838,1155,farm05,20190108,27주차,270.3133333,80.6704167,14.3408333,1.0,873,0.0,30.414950352866246,6,2.59,6.18,136
5839,1155,farm05,20190109,27주차,245.2491667,77.85875,14.23625,0.0,1424,0.0,30.414950352866246,8,2.74,5.3,137
5840,1155,farm05,20190110,27주차,247.8070833,77.9583333,14.5408333,0.0,1261,0.0,30.414950352866246,7,2.72,5.05,124
5841,1156,farm05,20190125,30주차,258.4445833,77.7570833,16.27875,1.0,1188,1.116695231190426,6.25125,8,2.76,4.79,110
5842,1156,farm05,20190126,30주차,291.3029167,74.5258333,16.8341667,1.0,1235,1.116695231190426,6.1341667,9,2.77,4.82,131
5843,1156,farm05,20190127,30주차,323.3683333,96.4504167,14.855,1.0,75,1.116695231190426,6.53,4,2.63,5.54,80
5844,1156,farm05,20190128,30주차,261.9458333,78.6770833,16.4845833,0.0,1451,1.116695231190426,6.20375,7,2.68,5.67,89
5845,1156,farm05,20190129,30주차,279.7625,69.5179167,17.7041667,0.0,1594,1.116695231190426,5.9666667,7,2.76,4.93,129
5846,1156,farm05,20190130,30주차,281.1491667,76.8020833,17.90625,0.0,1226,1.116695231190426,5.92375,9,2.73,5.38,138
5847,1156,farm05,20190131,30주차,263.1741667,83.965,16.0808333,1.0,929,1.116695231190426,6.2845833,7,2.67,5.55,81
5848,1157,farm05,20190125,30주차,258.4445833,77.7570833,16.27875,1.0,1188,1.116695231190426,6.25125,8,2.76,4.79,110
5849,1157,farm05,20190126,30주차,291.3029167,74.5258333,16.8341667,1.0,1235,1.116695231190426,6.1341667,9,2.77,4.82,131
5850,1157,farm05,20190127,30주차,323.3683333,96.4504167,14.855,1.0,75,1.116695231190426,6.53,4,2.63,5.54,80
5851,1157,farm05,20190128,30주차,261.9458333,78.6770833,16.4845833,0.0,1451,1.116695231190426,6.20375,7,2.68,5.67,89
5852,1157,farm05,20190129,30주차,279.7625,69.5179167,17.7041667,0.0,1594,1.116695231190426,5.9666667,7,2.76,4.93,129
5853,1157,farm05,20190130,30주차,281.1491667,76.8020833,17.90625,0.0,1226,1.116695231190426,5.92375,9,2.73,5.38,138
5854,1157,farm05,20190131,30주차,263.1741667,83.965,16.0808333,1.0,929,1.116695231190426,6.2845833,7,2.67,5.55,81
5855,1158,farm05,20190125,30주차,258.4445833,77.7570833,16.27875,1.0,1188,1.116695231190426,6.25125,8,2.76,4.79,110
5856,1158,farm05,20190126,30주차,291.3029167,74.5258333,16.8341667,1.0,1235,1.116695231190426,6.1341667,9,2.77,4.82,131
5857,1158,farm05,20190127,30주차,323.3683333,96.4504167,14.855,1.0,75,1.116695231190426,6.53,4,2.63,5.54,80
5858,1158,farm05,20190128,30주차,261.9458333,78.6770833,16.4845833,0.0,1451,1.116695231190426,6.20375,7,2.68,5.67,89
5859,1158,farm05,20190129,30주차,279.7625,69.5179167,17.7041667,0.0,1594,1.116695231190426,5.9666667,7,2.76,4.93,129
5860,1158,farm05,20190130,30주차,281.1491667,76.8020833,17.90625,0.0,1226,1.116695231190426,5.92375,9,2.73,5.38,138
5861,1158,farm05,20190131,30주차,263.1741667,83.965,16.0808333,1.0,929,1.116695231190426,6.2845833,7,2.67,5.55,81
5862,1159,farm05,20190125,30주차,258.4445833,77.7570833,16.27875,1.0,1188,1.116695231190426,6.25125,8,2.76,4.79,110
5863,1159,farm05,20190126,30주차,291.3029167,74.5258333,16.8341667,1.0,1235,1.116695231190426,6.1341667,9,2.77,4.82,131
5864,1159,farm05,20190127,30주차,323.3683333,96.4504167,14.855,1.0,75,1.116695231190426,6.53,4,2.63,5.54,80
5865,1159,farm05,20190128,30주차,261.9458333,78.6770833,16.4845833,0.0,1451,1.116695231190426,6.20375,7,2.68,5.67,89
5866,1159,farm05,20190129,30주차,279.7625,69.5179167,17.7041667,0.0,1594,1.116695231190426,5.9666667,7,2.76,4.93,129
5867,1159,farm05,20190130,30주차,281.1491667,76.8020833,17.90625,0.0,1226,1.116695231190426,5.92375,9,2.73,5.38,138
5868,1159,farm05,20190131,30주차,263.1741667,83.965,16.0808333,1.0,929,1.116695231190426,6.2845833,7,2.67,5.55,81
5869,1160,farm05,20190201,31주차,264.9458333,79.0779167,16.4966667,0.0,1436,1.116695231190426,6.20375,9,2.69,5.57,79
5870,1160,farm05,20190203,31주차,268.1195833,80.5504167,16.1966667,0.0,1035,1.116695231190426,6.2625,9,2.65,5.54,87
5871,1160,farm05,20190204,31주차,264.7433333,80.2329167,16.435,0.0,1591,1.116695231190426,6.2129167,8,2.68,5.6,87
5872,1160,farm05,20190205,31주차,285.5483333,80.5570833,17.2229167,0.0,1597,1.116695231190426,6.0591667,7,2.66,5.59,84
5873,1160,farm05,20190206,31주차,287.6658333,80.7145833,16.97,0.0,1609,1.116695231190426,6.11,7,2.67,5.56,87
5874,1160,farm05,20190207,31주차,289.42125,81.2329167,17.5754167,0.0,1471,1.116695231190426,5.9879167,7,2.69,5.64,79
5875,1161,farm05,20190201,31주차,264.9458333,79.0779167,16.4966667,0.0,1436,1.116695231190426,6.20375,9,2.69,5.57,79
5876,1161,farm05,20190203,31주차,268.1195833,80.5504167,16.1966667,0.0,1035,1.116695231190426,6.2625,9,2.65,5.54,87
5877,1161,farm05,20190204,31주차,264.7433333,80.2329167,16.435,0.0,1591,1.116695231190426,6.2129167,8,2.68,5.6,87
5878,1161,farm05,20190205,31주차,285.5483333,80.5570833,17.2229167,0.0,1597,1.116695231190426,6.0591667,7,2.66,5.59,84
5879,1161,farm05,20190206,31주차,287.6658333,80.7145833,16.97,0.0,1609,1.116695231190426,6.11,7,2.67,5.56,87
5880,1161,farm05,20190207,31주차,289.42125,81.2329167,17.5754167,0.0,1471,1.116695231190426,5.9879167,7,2.69,5.64,79
5881,1162,farm05,20190201,31주차,264.9458333,79.0779167,16.4966667,0.0,1436,1.116695231190426,6.20375,9,2.69,5.57,79
5882,1162,farm05,20190203,31주차,268.1195833,80.5504167,16.1966667,0.0,1035,1.116695231190426,6.2625,9,2.65,5.54,87
5883,1162,farm05,20190204,31주차,264.7433333,80.2329167,16.435,0.0,1591,1.116695231190426,6.2129167,8,2.68,5.6,87
5884,1162,farm05,20190205,31주차,285.5483333,80.5570833,17.2229167,0.0,1597,1.116695231190426,6.0591667,7,2.66,5.59,84
5885,1162,farm05,20190206,31주차,287.6658333,80.7145833,16.97,0.0,1609,1.116695231190426,6.11,7,2.67,5.56,87
5886,1162,farm05,20190207,31주차,289.42125,81.2329167,17.5754167,0.0,1471,1.116695231190426,5.9879167,7,2.69,5.64,79
5887,1167,farm05,20190208,32주차,286.55,89.57125,16.14625,1.0,861,1.116695231190426,6.27125,4,2.62,5.66,87
5888,1167,farm05,20190209,32주차,243.5775,90.6308333,15.8808333,1.0,960,1.116695231190426,6.3245833,8,2.65,5.67,85
5889,1167,farm05,20190210,32주차,273.7445833,83.8495833,16.6016667,0.0,1875,1.116695231190426,6.1825,8,2.89,5.2,86
5890,1167,farm05,20190211,32주차,270.8445833,93.4779167,15.4958333,1.0,558,1.116695231190426,6.4033333,5,2.61,5.6,81
5891,1167,farm05,20190212,32주차,286.1541667,95.5083333,14.76375,1.0,310,1.116695231190426,6.5483333,4,2.53,5.74,82
5892,1167,farm05,20190213,32주차,283.36375,86.75875,16.25625,0.0,1257,1.116695231190426,6.2483333,12,2.89,5.6,66
5893,1167,farm05,20190214,32주차,296.7929167,84.0325,17.70125,0.0,1724,1.116695231190426,5.96375,7,2.94,4.94,79
5894,1168,farm05,20190222,34주차,342.5529167,86.7004167,18.07,0.0,1530,1.116695231190426,5.89,14,2.75,5.71,87
5895,1168,farm05,20190224,34주차,317.4091667,89.7754167,17.3,1.0,839,1.116695231190426,6.04,9,2.7,5.66,95
5896,1168,farm05,20190225,34주차,309.8391667,86.1104167,17.3595833,0.0,1573,1.116695231190426,6.0270833,13,2.8,5.76,100
5897,1168,farm05,20190226,34주차,331.0275,87.70125,17.3420833,0.0,1046,1.116695231190426,6.0320833,10,2.71,5.64,89
5898,1168,farm05,20190227,34주차,317.6583333,88.0575,17.8554167,1.0,1335,1.116695231190426,5.9320833,13,2.8,5.68,98
5899,1168,farm05,20190228,34주차,305.1804167,84.0891667,17.8675,0.0,1806,1.116695231190426,5.9291667,13,2.71,4.53,101
5900,1169,farm05,20190222,34주차,342.5529167,86.7004167,18.07,0.0,1530,1.116695231190426,5.89,14,2.75,5.71,87
5901,1169,farm05,20190224,34주차,317.4091667,89.7754167,17.3,1.0,839,1.116695231190426,6.04,9,2.7,5.66,95
5902,1169,farm05,20190225,34주차,309.8391667,86.1104167,17.3595833,0.0,1573,1.116695231190426,6.0270833,13,2.8,5.76,100
5903,1169,farm05,20190226,34주차,331.0275,87.70125,17.3420833,0.0,1046,1.116695231190426,6.0320833,10,2.71,5.64,89
5904,1169,farm05,20190227,34주차,317.6583333,88.0575,17.8554167,1.0,1335,1.116695231190426,5.9320833,13,2.8,5.68,98
5905,1169,farm05,20190228,34주차,305.1804167,84.0891667,17.8675,0.0,1806,1.116695231190426,5.9291667,13,2.71,4.53,101
5906,1170,farm05,20190222,34주차,342.5529167,86.7004167,18.07,0.0,1530,1.116695231190426,5.89,14,2.75,5.71,87
5907,1170,farm05,20190224,34주차,317.4091667,89.7754167,17.3,1.0,839,1.116695231190426,6.04,9,2.7,5.66,95
5908,1170,farm05,20190225,34주차,309.8391667,86.1104167,17.3595833,0.0,1573,1.116695231190426,6.0270833,13,2.8,5.76,100
5909,1170,farm05,20190226,34주차,331.0275,87.70125,17.3420833,0.0,1046,1.116695231190426,6.0320833,10,2.71,5.64,89
5910,1170,farm05,20190227,34주차,317.6583333,88.0575,17.8554167,1.0,1335,1.116695231190426,5.9320833,13,2.8,5.68,98
5911,1170,farm05,20190228,34주차,305.1804167,84.0891667,17.8675,0.0,1806,1.116695231190426,5.9291667,13,2.71,4.53,101
5912,1172,farm05,20190322,38주차,302.75375,80.1020833,18.955,0.0,2159,1.116695231190426,5.71125,13,2.66,5.15,93
5913,1172,farm05,20190323,38주차,295.9116667,91.8229167,17.45,1.0,1720,1.116695231190426,6.0079167,13,2.67,4.5,86
5914,1172,farm05,20190324,38주차,267.5745833,99.9354167,17.0808333,1.0,2364,1.116695231190426,6.08375,13,2.7,4.28,92
5915,1172,farm05,20190325,38주차,303.8916667,83.8991667,11.7329167,0.0,2392,0.0,6.0170833,14,2.69,4.4,94
5916,1172,farm05,20190326,38주차,311.7416667,85.745,12.2129167,0.0,2475,0.0,5.8425,13,2.68,4.16,99
5917,1172,farm05,20190327,38주차,309.3508333,82.4445833,11.8695833,0.0,2519,0.0,5.8741667,13,2.69,5.31,101
5918,1172,farm05,20190328,38주차,299.0841667,79.8404167,12.3883333,0.0,2414,0.0,5.7666667,15,2.7,5.45,98
5919,1173,farm05,20190322,38주차,302.75375,80.1020833,18.955,0.0,2159,1.116695231190426,5.71125,13,2.66,5.15,93
5920,1173,farm05,20190323,38주차,295.9116667,91.8229167,17.45,1.0,1720,1.116695231190426,6.0079167,13,2.67,4.5,86
5921,1173,farm05,20190324,38주차,267.5745833,99.9354167,17.0808333,1.0,2364,1.116695231190426,6.08375,13,2.7,4.28,92
5922,1173,farm05,20190325,38주차,303.8916667,83.8991667,11.7329167,0.0,2392,0.0,6.0170833,14,2.69,4.4,94
5923,1173,farm05,20190326,38주차,311.7416667,85.745,12.2129167,0.0,2475,0.0,5.8425,13,2.68,4.16,99
5924,1173,farm05,20190327,38주차,309.3508333,82.4445833,11.8695833,0.0,2519,0.0,5.8741667,13,2.69,5.31,101
5925,1173,farm05,20190328,38주차,299.0841667,79.8404167,12.3883333,0.0,2414,0.0,5.7666667,15,2.7,5.45,98
5926,1174,farm05,20190322,38주차,302.75375,80.1020833,18.955,0.0,2159,1.116695231190426,5.71125,13,2.66,5.15,93
5927,1174,farm05,20190323,38주차,295.9116667,91.8229167,17.45,1.0,1720,1.116695231190426,6.0079167,13,2.67,4.5,86
5928,1174,farm05,20190324,38주차,267.5745833,99.9354167,17.0808333,1.0,2364,1.116695231190426,6.08375,13,2.7,4.28,92
5929,1174,farm05,20190325,38주차,303.8916667,83.8991667,11.7329167,0.0,2392,0.0,6.0170833,14,2.69,4.4,94
5930,1174,farm05,20190326,38주차,311.7416667,85.745,12.2129167,0.0,2475,0.0,5.8425,13,2.68,4.16,99
5931,1174,farm05,20190327,38주차,309.3508333,82.4445833,11.8695833,0.0,2519,0.0,5.8741667,13,2.69,5.31,101
5932,1174,farm05,20190328,38주차,299.0841667,79.8404167,12.3883333,0.0,2414,0.0,5.7666667,15,2.7,5.45,98
5933,1175,farm05,20190322,38주차,302.75375,80.1020833,18.955,0.0,2159,1.116695231190426,5.71125,13,2.66,5.15,93
5934,1175,farm05,20190323,38주차,295.9116667,91.8229167,17.45,1.0,1720,1.116695231190426,6.0079167,13,2.67,4.5,86
5935,1175,farm05,20190324,38주차,267.5745833,99.9354167,17.0808333,1.0,2364,1.116695231190426,6.08375,13,2.7,4.28,92
5936,1175,farm05,20190325,38주차,303.8916667,83.8991667,11.7329167,0.0,2392,0.0,6.0170833,14,2.69,4.4,94
5937,1175,farm05,20190326,38주차,311.7416667,85.745,12.2129167,0.0,2475,0.0,5.8425,13,2.68,4.16,99
5938,1175,farm05,20190327,38주차,309.3508333,82.4445833,11.8695833,0.0,2519,0.0,5.8741667,13,2.69,5.31,101
5939,1175,farm05,20190328,38주차,299.0841667,79.8404167,12.3883333,0.0,2414,0.0,5.7666667,15,2.7,5.45,98
5940,1176,farm05,20190329,39주차,312.5729167,88.1591667,12.0916667,0.0,1391,0.0,5.7883333,13,2.81,5.62,90
5941,1176,farm05,20190330,39주차,295.385,80.87625,13.4770833,0.0,2321,0.0,5.3933333,13,2.69,4.2,92
5942,1176,farm05,20190331,39주차,322.9420833,96.2933333,10.9375,1.0,275,0.0,6.08875,9,2.69,5.67,94
5943,1176,farm05,20190401,39주차,285.3879167,82.5670833,12.4691667,0.0,2198,0.0,5.6775,13,2.69,4.93,96
5944,1176,farm05,20190402,39주차,293.83875,91.7345833,10.5958333,1.0,898,0.0,6.2033333,9,2.7,5.68,95
5945,1176,farm05,20190403,39주차,287.6733333,96.185,10.2883333,1.0,370,0.0,6.3391667,8,2.69,5.76,92
5946,1176,farm05,20190404,39주차,293.17,89.595,11.59,0.0,1394,1.116695231190426,5.9891667,15,2.81,5.7,94
5947,1177,farm05,20190329,39주차,312.5729167,88.1591667,12.0916667,0.0,1391,0.0,5.7883333,13,2.81,5.62,90
5948,1177,farm05,20190330,39주차,295.385,80.87625,13.4770833,0.0,2321,0.0,5.3933333,13,2.69,4.2,92
5949,1177,farm05,20190331,39주차,322.9420833,96.2933333,10.9375,1.0,275,0.0,6.08875,9,2.69,5.67,94
5950,1177,farm05,20190401,39주차,285.3879167,82.5670833,12.4691667,0.0,2198,0.0,5.6775,13,2.69,4.93,96
5951,1177,farm05,20190402,39주차,293.83875,91.7345833,10.5958333,1.0,898,0.0,6.2033333,9,2.7,5.68,95
5952,1177,farm05,20190403,39주차,287.6733333,96.185,10.2883333,1.0,370,0.0,6.3391667,8,2.69,5.76,92
5953,1177,farm05,20190404,39주차,293.17,89.595,11.59,0.0,1394,1.116695231190426,5.9891667,15,2.81,5.7,94
5954,1179,farm05,20190329,39주차,312.5729167,88.1591667,12.0916667,0.0,1391,0.0,5.7883333,13,2.81,5.62,90
5955,1179,farm05,20190330,39주차,295.385,80.87625,13.4770833,0.0,2321,0.0,5.3933333,13,2.69,4.2,92
5956,1179,farm05,20190331,39주차,322.9420833,96.2933333,10.9375,1.0,275,0.0,6.08875,9,2.69,5.67,94
5957,1179,farm05,20190401,39주차,285.3879167,82.5670833,12.4691667,0.0,2198,0.0,5.6775,13,2.69,4.93,96
5958,1179,farm05,20190402,39주차,293.83875,91.7345833,10.5958333,1.0,898,0.0,6.2033333,9,2.7,5.68,95
5959,1179,farm05,20190403,39주차,287.6733333,96.185,10.2883333,1.0,370,0.0,6.3391667,8,2.69,5.76,92
5960,1179,farm05,20190404,39주차,293.17,89.595,11.59,0.0,1394,1.116695231190426,5.9891667,15,2.81,5.7,94
5961,1180,farm05,20190405,40주차,308.01125,84.0004167,12.3175,0.0,2212,1.116695231190426,5.7458333,14,2.65,4.93,95
5962,1180,farm05,20190406,40주차,295.7783333,84.3904167,12.7833333,0.0,2017,0.0,5.6020833,14,2.7,5.29,92
5963,1180,farm05,20190407,40주차,299.2079167,90.69625,11.5754167,1.0,818,0.0,6.0025,8,2.65,5.59,97
5964,1180,farm05,20190408,40주차,288.15375,80.2925,13.3845833,0.0,2624,0.0,5.4441667,15,2.71,4.18,91
5965,1180,farm05,20190409,40주차,289.13375,83.6791667,12.9429167,0.0,2147,0.0,5.5441667,15,2.66,5.46,96
5966,1180,farm05,20190410,40주차,277.7216667,89.3629167,12.2079167,1.0,1312,0.0,5.7258333,12,2.74,5.75,100
5967,1180,farm05,20190411,40주차,270.6879167,82.77625,13.3829167,0.4858333,2602,0.0,5.4291667,13,2.65,4.36,93
5968,1181,farm05,20190405,40주차,308.01125,84.0004167,12.3175,0.0,2212,1.116695231190426,5.7458333,14,2.65,4.93,95
5969,1181,farm05,20190406,40주차,295.7783333,84.3904167,12.7833333,0.0,2017,0.0,5.6020833,14,2.7,5.29,92
5970,1181,farm05,20190407,40주차,299.2079167,90.69625,11.5754167,1.0,818,0.0,6.0025,8,2.65,5.59,97
5971,1181,farm05,20190408,40주차,288.15375,80.2925,13.3845833,0.0,2624,0.0,5.4441667,15,2.71,4.18,91
5972,1181,farm05,20190409,40주차,289.13375,83.6791667,12.9429167,0.0,2147,0.0,5.5441667,15,2.66,5.46,96
5973,1181,farm05,20190410,40주차,277.7216667,89.3629167,12.2079167,1.0,1312,0.0,5.7258333,12,2.74,5.75,100
5974,1181,farm05,20190411,40주차,270.6879167,82.77625,13.3829167,0.4858333,2602,0.0,5.4291667,13,2.65,4.36,93
5975,1182,farm05,20190405,40주차,308.01125,84.0004167,12.3175,0.0,2212,1.116695231190426,5.7458333,14,2.65,4.93,95
5976,1182,farm05,20190406,40주차,295.7783333,84.3904167,12.7833333,0.0,2017,0.0,5.6020833,14,2.7,5.29,92
5977,1182,farm05,20190407,40주차,299.2079167,90.69625,11.5754167,1.0,818,0.0,6.0025,8,2.65,5.59,97
5978,1182,farm05,20190408,40주차,288.15375,80.2925,13.3845833,0.0,2624,0.0,5.4441667,15,2.71,4.18,91
5979,1182,farm05,20190409,40주차,289.13375,83.6791667,12.9429167,0.0,2147,0.0,5.5441667,15,2.66,5.46,96
5980,1182,farm05,20190410,40주차,277.7216667,89.3629167,12.2079167,1.0,1312,0.0,5.7258333,12,2.74,5.75,100
5981,1182,farm05,20190411,40주차,270.6879167,82.77625,13.3829167,0.4858333,2602,0.0,5.4291667,13,2.65,4.36,93
5982,1184,farm05,20190412,41주차,260.9741667,91.4504167,13.0575,0.0,1179,0.0,5.4941667,12,2.78,5.62,87
5983,1184,farm05,20190413,41주차,239.6220833,81.77125,13.79875,0.0,2421,0.0,5.3495833,13,2.67,4.71,96
5984,1184,farm05,20190414,41주차,259.64125,83.83375,13.29,0.0,1572,0.0,5.5270833,14,2.74,5.66,93
5985,1184,farm05,20190415,41주차,258.1058333,83.8075,14.3841667,0.0,2572,0.0,5.1829167,14,2.67,5.2,97
5986,1184,farm05,20190416,41주차,251.31,93.21,12.0675,1.0,502,0.0,5.8341667,8,2.67,5.69,101
5987,1184,farm05,20190417,41주차,254.9391667,91.6820833,13.09875,0.3470833,626,0.0,5.5704167,9,2.69,5.74,89
5988,1184,farm05,20190418,41주차,272.71,94.5416667,11.645,1.0,329,0.0,6.0004167,10,2.65,5.7,91
5989,1186,farm05,20190412,41주차,260.9741667,91.4504167,13.0575,0.0,1179,0.0,5.4941667,12,2.78,5.62,87
5990,1186,farm05,20190413,41주차,239.6220833,81.77125,13.79875,0.0,2421,0.0,5.3495833,13,2.67,4.71,96
5991,1186,farm05,20190414,41주차,259.64125,83.83375,13.29,0.0,1572,0.0,5.5270833,14,2.74,5.66,93
5992,1186,farm05,20190415,41주차,258.1058333,83.8075,14.3841667,0.0,2572,0.0,5.1829167,14,2.67,5.2,97
5993,1186,farm05,20190416,41주차,251.31,93.21,12.0675,1.0,502,0.0,5.8341667,8,2.67,5.69,101
5994,1186,farm05,20190417,41주차,254.9391667,91.6820833,13.09875,0.3470833,626,0.0,5.5704167,9,2.69,5.74,89
5995,1186,farm05,20190418,41주차,272.71,94.5416667,11.645,1.0,329,0.0,6.0004167,10,2.65,5.7,91
5996,1187,farm05,20190412,41주차,260.9741667,91.4504167,13.0575,0.0,1179,0.0,5.4941667,12,2.78,5.62,87
5997,1187,farm05,20190413,41주차,239.6220833,81.77125,13.79875,0.0,2421,0.0,5.3495833,13,2.67,4.71,96
5998,1187,farm05,20190414,41주차,259.64125,83.83375,13.29,0.0,1572,0.0,5.5270833,14,2.74,5.66,93
5999,1187,farm05,20190415,41주차,258.1058333,83.8075,14.3841667,0.0,2572,0.0,5.1829167,14,2.67,5.2,97
6000,1187,farm05,20190416,41주차,251.31,93.21,12.0675,1.0,502,0.0,5.8341667,8,2.67,5.69,101
6001,1187,farm05,20190417,41주차,254.9391667,91.6820833,13.09875,0.3470833,626,0.0,5.5704167,9,2.69,5.74,89
6002,1187,farm05,20190418,41주차,272.71,94.5416667,11.645,1.0,329,0.0,6.0004167,10,2.65,5.7,91
6003,1188,farm05,20190419,42주차,245.2758333,92.3225,9.5004167,1.0,353,0.0,6.6966667,9,2.64,5.72,97
6004,1188,farm05,20190420,42주차,262.9520833,81.4179167,11.76875,0.0,2312,0.0,6.02875,15,2.65,4.59,89
6005,1188,farm05,20190421,42주차,274.445,86.5625,11.2525,1.0,1605,0.0,6.0633333,14,2.79,5.75,100
6006,1188,farm05,20190422,42주차,279.2108333,96.4625,10.7475,1.0,211,0.0,6.2583333,9,2.65,5.62,93
6007,1188,farm05,20190424,42주차,270.1733333,83.28875,12.4166667,0.0,2320,0.0,5.83,15,2.67,5.23,98
6008,1188,farm05,20190425,42주차,264.7095833,77.0133333,12.6095833,1.0,2731,0.0,5.7991667,15,2.65,4.4,98
6009,1189,farm05,20190419,42주차,245.2758333,92.3225,9.5004167,1.0,353,0.0,6.6966667,9,2.64,5.72,97
6010,1189,farm05,20190420,42주차,262.9520833,81.4179167,11.76875,0.0,2312,0.0,6.02875,15,2.65,4.59,89
6011,1189,farm05,20190421,42주차,274.445,86.5625,11.2525,1.0,1605,0.0,6.0633333,14,2.79,5.75,100
6012,1189,farm05,20190422,42주차,279.2108333,96.4625,10.7475,1.0,211,0.0,6.2583333,9,2.65,5.62,93
6013,1189,farm05,20190424,42주차,270.1733333,83.28875,12.4166667,0.0,2320,0.0,5.83,15,2.67,5.23,98
6014,1189,farm05,20190425,42주차,264.7095833,77.0133333,12.6095833,1.0,2731,0.0,5.7991667,15,2.65,4.4,98
6015,1192,farm05,20190426,43주차,260.3425,77.0145833,13.1895833,0.0,2813,0.0,5.58625,15,2.66,4.1,99
6016,1192,farm05,20190427,43주차,262.73625,82.0079167,13.0245833,0.0,2366,0.0,5.5741667,14,2.64,5.46,99
6017,1192,farm05,20190428,43주차,260.0791667,81.3829167,13.5604167,0.0,2592,0.0,5.4145833,14,2.71,5.03,98
6018,1192,farm05,20190429,43주차,244.5979167,93.0845833,11.70125,0.0,2743,0.0,5.96375,15,2.68,5.37,101
6019,1192,farm05,20190501,43주차,257.1808333,96.5275,10.8133333,0.0,2187,0.0,6.305,13,2.69,4.47,92
6020,1192,farm05,20190502,43주차,257.3641667,85.32625,11.8725,0.0,2584,0.0,5.9425,13,2.69,4.81,88
6021,1193,farm05,20190426,43주차,260.3425,77.0145833,13.1895833,0.0,2813,0.0,5.58625,15,2.66,4.1,99
6022,1193,farm05,20190427,43주차,262.73625,82.0079167,13.0245833,0.0,2366,0.0,5.5741667,14,2.64,5.46,99
6023,1193,farm05,20190428,43주차,260.0791667,81.3829167,13.5604167,0.0,2592,0.0,5.4145833,14,2.71,5.03,98
6024,1193,farm05,20190429,43주차,244.5979167,93.0845833,11.70125,0.0,2743,0.0,5.96375,15,2.68,5.37,101
6025,1193,farm05,20190501,43주차,257.1808333,96.5275,10.8133333,0.0,2187,0.0,6.305,13,2.69,4.47,92
6026,1193,farm05,20190502,43주차,257.3641667,85.32625,11.8725,0.0,2584,0.0,5.9425,13,2.69,4.81,88
6027,1195,farm05,20190426,43주차,260.3425,77.0145833,13.1895833,0.0,2813,0.0,5.58625,15,2.66,4.1,99
6028,1195,farm05,20190427,43주차,262.73625,82.0079167,13.0245833,0.0,2366,0.0,5.5741667,14,2.64,5.46,99
6029,1195,farm05,20190428,43주차,260.0791667,81.3829167,13.5604167,0.0,2592,0.0,5.4145833,14,2.71,5.03,98
6030,1195,farm05,20190429,43주차,244.5979167,93.0845833,11.70125,0.0,2743,0.0,5.96375,15,2.68,5.37,101
6031,1195,farm05,20190501,43주차,257.1808333,96.5275,10.8133333,0.0,2187,0.0,6.305,13,2.69,4.47,92
6032,1195,farm05,20190502,43주차,257.3641667,85.32625,11.8725,0.0,2584,0.0,5.9425,13,2.69,4.81,88
6033,1198,farm05,20211201,18주차,284.5936068,90.7983333,10.4638025,1.0,1173,0.0,5.8421739,12,2.82,5.51,106
6034,1198,farm05,20211202,18주차,280.9401565,91.1670245,10.416838,1.0,702,0.0,6.0413043,9,2.71,5.3,130
6035,1198,farm05,20211203,18주차,355.4227934,88.926064,10.5836093,1.0,663,0.0,5.8858824,9,2.75,5.32,112
6036,1198,farm05,20211204,18주차,274.027374,93.2795833,9.5509438,1.0,856,0.0,5.9082609,9,2.7,5.02,128
6037,1198,farm05,20211205,18주차,255.3636009,93.7437386,9.4229692,1.0,511,0.0,6.0534783,9,2.73,5.2,106
