Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,지온,강우감지,일사량,외부온도,외부풍향,외부풍속,지습,급액횟수,급액EC(dS/m),급액pH,급액량(회당),품종,재배형태
1088,farm06,20190325,35주차,603.5745833,66.4495833,10.8695833,16.76875,0.0,2155,6.955,,0.9645833,60.2429167,21,2.25,4.66,84,,수경
1088,farm06,20190326,35주차,613.38125,66.355,11.6020833,18.2420833,0.0,2231,8.43125,,0.1958333,61.6175,20,2.27,4.35,79,,수경
1088,farm06,20190327,35주차,591.8391667,66.40125,11.4845833,18.4533333,0.0,2284,6.615,,0.3654167,61.42375,20,2.22,4.14,84,,수경
1091,farm06,20190321,35주차,598.985,99.9795833,19.065,21.2366667,,1797,13.7783333,,0.32125,60.45375,13,2.69,4.32,86,,수경
1091,farm06,20190322,35주차,604.87,99.9804167,18.1616667,20.1595833,,1944,11.1904167,,0.424,60.0079167,15,2.69,4.84,88,,수경
1091,farm06,20190323,35주차,596.29875,99.9841667,17.23625,18.7516667,1.0,1909,9.2133333,,2.3985714,59.5729167,14,2.68,4.36,86,,수경
1091,farm06,20190324,35주차,578.3120833,99.9791667,15.8129167,16.9995833,,2153,6.645,,3.5866667,59.9170833,14,2.69,5.07,93,,수경
1091,farm06,20190325,35주차,603.5745833,66.4495833,10.8695833,16.76875,0.0,2155,6.955,,0.9645833,60.2429167,21,2.25,4.66,84,,수경
1091,farm06,20190326,35주차,613.38125,66.355,11.6020833,18.2420833,0.0,2231,8.43125,,0.1958333,61.6175,20,2.27,4.35,79,,수경
1091,farm06,20190327,35주차,591.8391667,66.40125,11.4845833,18.4533333,0.0,2284,6.615,,0.3654167,61.42375,20,2.22,4.14,84,,수경
1092,farm06,20190328,36주차,593.3058333,66.4325,12.3720833,19.5558333,0.0,2226,8.2954167,,0.0391667,62.1733333,18,2.23,5.22,82,,수경
1092,farm06,20190329,36주차,609.0645833,66.4104167,12.5154167,20.1995833,0.0,1810,10.20125,,0.2254167,62.3920833,21,2.21,4.22,84,,수경
1092,farm06,20190330,36주차,590.37125,66.3820833,12.9208333,21.5266667,0.0,2116,10.9354167,,0.09875,63.1875,21,2.19,5.08,85,,수경
1092,farm06,20190331,36주차,623.5766667,66.4220833,11.39625,19.3204167,1.0,575,12.1566667,,0.00125,61.49375,18,2.19,5.9,75,,수경
1092,farm06,20190401,36주차,604.7479167,66.2725,12.88875,19.9470833,0.0,2129,13.6629167,,0.0916667,63.0175,18,2.28,5.02,80,,수경
1092,farm06,20190402,36주차,589.7254167,66.2954167,10.5916667,17.7541667,1.0,690,11.0145833,,1.205,59.5954167,19,2.32,5.82,77,,수경
1092,farm06,20190403,36주차,563.9820833,66.3716667,9.8170833,15.41375,1.0,498,8.9291667,,0.2595833,57.8108333,20,2.3,5.95,70,,수경
1094,farm06,20190328,36주차,593.3058333,66.4325,12.3720833,19.5558333,0.0,2226,8.2954167,,0.0391667,62.1733333,18,2.23,5.22,82,,수경
1094,farm06,20190329,36주차,609.0645833,66.4104167,12.5154167,20.1995833,0.0,1810,10.20125,,0.2254167,62.3920833,21,2.21,4.22,84,,수경
1094,farm06,20190330,36주차,590.37125,66.3820833,12.9208333,21.5266667,0.0,2116,10.9354167,,0.09875,63.1875,21,2.19,5.08,85,,수경
1094,farm06,20190331,36주차,623.5766667,66.4220833,11.39625,19.3204167,1.0,575,12.1566667,,0.00125,61.49375,18,2.19,5.9,75,,수경
1094,farm06,20190401,36주차,604.7479167,66.2725,12.88875,19.9470833,0.0,2129,13.6629167,,0.0916667,63.0175,18,2.28,5.02,80,,수경
1094,farm06,20190402,36주차,589.7254167,66.2954167,10.5916667,17.7541667,1.0,690,11.0145833,,1.205,59.5954167,19,2.32,5.82,77,,수경
1094,farm06,20190403,36주차,563.9820833,66.3716667,9.8170833,15.41375,1.0,498,8.9291667,,0.2595833,57.8108333,20,2.3,5.95,70,,수경
1095,farm06,20190328,36주차,593.3058333,66.4325,12.3720833,19.5558333,0.0,2226,8.2954167,,0.0391667,62.1733333,18,2.23,5.22,82,,수경
1095,farm06,20190329,36주차,609.0645833,66.4104167,12.5154167,20.1995833,0.0,1810,10.20125,,0.2254167,62.3920833,21,2.21,4.22,84,,수경
1095,farm06,20190330,36주차,590.37125,66.3820833,12.9208333,21.5266667,0.0,2116,10.9354167,,0.09875,63.1875,21,2.19,5.08,85,,수경
1095,farm06,20190331,36주차,623.5766667,66.4220833,11.39625,19.3204167,1.0,575,12.1566667,,0.00125,61.49375,18,2.19,5.9,75,,수경
1095,farm06,20190401,36주차,604.7479167,66.2725,12.88875,19.9470833,0.0,2129,13.6629167,,0.0916667,63.0175,18,2.28,5.02,80,,수경
1095,farm06,20190402,36주차,589.7254167,66.2954167,10.5916667,17.7541667,1.0,690,11.0145833,,1.205,59.5954167,19,2.32,5.82,77,,수경
1095,farm06,20190403,36주차,563.9820833,66.3716667,9.8170833,15.41375,1.0,498,8.9291667,,0.2595833,57.8108333,20,2.3,5.95,70,,수경
1098,farm06,20190402,37주차,589.7254167,66.2954167,10.5916667,17.7541667,1.0,690,11.0145833,,1.205,59.5954167,19,2.32,5.82,77,,수경
1098,farm06,20190403,37주차,563.9820833,66.3716667,9.8170833,15.41375,1.0,498,8.9291667,,0.2595833,57.8108333,20,2.3,5.95,70,,수경
1098,farm06,20190404,37주차,548.4541667,66.3716667,10.9083333,17.275,,1329,9.27375,,,60.3766667,13,2.68,5.5,83,,수경
1098,farm06,20190405,37주차,575.84875,66.36125,12.15125,19.7166667,,2302,10.5125,,0.243,62.7833333,21,2.24,4.29,81,,수경
1098,farm06,20190406,37주차,584.2875,66.4375,11.6129167,20.0870833,0.0,1730,10.6291667,,0.0091667,62.6383333,19,2.18,4.46,81,,수경
1098,farm06,20190407,37주차,595.54,66.3591667,10.4333333,17.5579167,1.0,650,11.2225,,0.1845833,59.68125,17,2.28,5.94,71,,수경
1098,farm06,20190408,37주차,563.1470833,66.3275,11.96125,18.59625,0.0,2417,11.45625,,0.10875,61.1941667,16,2.33,5.39,84,,수경
1099,farm06,20190402,37주차,589.7254167,66.2954167,10.5916667,17.7541667,1.0,690,11.0145833,,1.205,59.5954167,19,2.32,5.82,77,,수경
1099,farm06,20190403,37주차,563.9820833,66.3716667,9.8170833,15.41375,1.0,498,8.9291667,,0.2595833,57.8108333,20,2.3,5.95,70,,수경
1099,farm06,20190404,37주차,548.4541667,66.3716667,10.9083333,17.275,,1329,9.27375,,,60.3766667,13,2.68,5.5,83,,수경
1099,farm06,20190405,37주차,575.84875,66.36125,12.15125,19.7166667,,2302,10.5125,,0.243,62.7833333,21,2.24,4.29,81,,수경
1099,farm06,20190406,37주차,584.2875,66.4375,11.6129167,20.0870833,0.0,1730,10.6291667,,0.0091667,62.6383333,19,2.18,4.46,81,,수경
1099,farm06,20190407,37주차,595.54,66.3591667,10.4333333,17.5579167,1.0,650,11.2225,,0.1845833,59.68125,17,2.28,5.94,71,,수경
1099,farm06,20190408,37주차,563.1470833,66.3275,11.96125,18.59625,0.0,2417,11.45625,,0.10875,61.1941667,16,2.33,5.39,84,,수경
1100,farm05,20180930,13주차,273.4116667,98.7875,19.2508333,17.6770833,1.0,1969,17.6770833,,0.0,,8,2.42,5.82,88,,수경
1100,farm05,20181001,13주차,256.08125,99.04,16.4945833,15.4595833,0.0,1743,15.4583333,,0.0,,11,2.37,5.75,89,,수경
1100,farm05,20181002,13주차,281.53875,98.87875,16.8866667,15.4541667,0.0,867,15.4533333,,0.0,,13,2.73,5.33,74,,수경
1100,farm05,20181003,13주차,319.3908333,98.76875,17.5745833,15.0666667,1.0,1322,15.0666667,,0.0,,16,2.49,5.48,70,,수경
1100,farm05,20181004,13주차,257.3954167,99.1783333,15.47,11.3358333,0.0,1833,11.3354167,,0.0,,11,2.47,5.65,84,,수경
1100,farm05,20181005,13주차,272.0233333,99.1554167,15.0379167,10.2954167,0.0,2064,10.295,,0.0,,11,2.29,5.7,87,,수경
1100,farm05,20181006,13주차,278.095,99.18375,15.6775,11.0954167,0.0,1993,11.0954167,,0.0,,8,2.47,5.93,84,,수경
1101,farm05,20180930,13주차,273.4116667,98.7875,19.2508333,17.6770833,1.0,1969,17.6770833,,0.0,,8,2.42,5.82,88,,수경
1101,farm05,20181001,13주차,256.08125,99.04,16.4945833,15.4595833,0.0,1743,15.4583333,,0.0,,11,2.37,5.75,89,,수경
1101,farm05,20181002,13주차,281.53875,98.87875,16.8866667,15.4541667,0.0,867,15.4533333,,0.0,,13,2.73,5.33,74,,수경
1101,farm05,20181003,13주차,319.3908333,98.76875,17.5745833,15.0666667,1.0,1322,15.0666667,,0.0,,16,2.49,5.48,70,,수경
1101,farm05,20181004,13주차,257.3954167,99.1783333,15.47,11.3358333,0.0,1833,11.3354167,,0.0,,11,2.47,5.65,84,,수경
1101,farm05,20181005,13주차,272.0233333,99.1554167,15.0379167,10.2954167,0.0,2064,10.295,,0.0,,11,2.29,5.7,87,,수경
1101,farm05,20181006,13주차,278.095,99.18375,15.6775,11.0954167,0.0,1993,11.0954167,,0.0,,8,2.47,5.93,84,,수경
1102,farm05,20180930,13주차,273.4116667,98.7875,19.2508333,17.6770833,1.0,1969,17.6770833,,0.0,,8,2.42,5.82,88,,수경
1102,farm05,20181001,13주차,256.08125,99.04,16.4945833,15.4595833,0.0,1743,15.4583333,,0.0,,11,2.37,5.75,89,,수경
1102,farm05,20181002,13주차,281.53875,98.87875,16.8866667,15.4541667,0.0,867,15.4533333,,0.0,,13,2.73,5.33,74,,수경
1102,farm05,20181003,13주차,319.3908333,98.76875,17.5745833,15.0666667,1.0,1322,15.0666667,,0.0,,16,2.49,5.48,70,,수경
1102,farm05,20181004,13주차,257.3954167,99.1783333,15.47,11.3358333,0.0,1833,11.3354167,,0.0,,11,2.47,5.65,84,,수경
1102,farm05,20181005,13주차,272.0233333,99.1554167,15.0379167,10.2954167,0.0,2064,10.295,,0.0,,11,2.29,5.7,87,,수경
1102,farm05,20181006,13주차,278.095,99.18375,15.6775,11.0954167,0.0,1993,11.0954167,,0.0,,8,2.47,5.93,84,,수경
1103,farm05,20180930,13주차,273.4116667,98.7875,19.2508333,17.6770833,1.0,1969,17.6770833,,0.0,,8,2.42,5.82,88,,수경
1103,farm05,20181001,13주차,256.08125,99.04,16.4945833,15.4595833,0.0,1743,15.4583333,,0.0,,11,2.37,5.75,89,,수경
1103,farm05,20181002,13주차,281.53875,98.87875,16.8866667,15.4541667,0.0,867,15.4533333,,0.0,,13,2.73,5.33,74,,수경
1103,farm05,20181003,13주차,319.3908333,98.76875,17.5745833,15.0666667,1.0,1322,15.0666667,,0.0,,16,2.49,5.48,70,,수경
1103,farm05,20181004,13주차,257.3954167,99.1783333,15.47,11.3358333,0.0,1833,11.3354167,,0.0,,11,2.47,5.65,84,,수경
1103,farm05,20181005,13주차,272.0233333,99.1554167,15.0379167,10.2954167,0.0,2064,10.295,,0.0,,11,2.29,5.7,87,,수경
1103,farm05,20181006,13주차,278.095,99.18375,15.6775,11.0954167,0.0,1993,11.0954167,,0.0,,8,2.47,5.93,84,,수경
1104,farm05,20181005,14주차,272.0233333,99.1554167,15.0379167,10.2954167,0.0,2064,10.295,,0.0,,11,2.29,5.7,87,,수경
1104,farm05,20181006,14주차,278.095,99.18375,15.6775,11.0954167,0.0,1993,11.0954167,,0.0,,8,2.47,5.93,84,,수경
1104,farm05,20181007,14주차,285.3575,99.2154167,16.7716667,12.9879167,0.0,1563,12.9870833,,0.0,,11,2.35,5.89,88,,수경
1104,farm05,20181008,14주차,288.7820833,99.2104167,17.5404167,14.44625,1.0,1604,14.4479167,,0.0,,11,2.3,5.63,85,,수경
1104,farm05,20181009,14주차,297.1258333,99.1183333,15.0445833,12.4658333,0.0,597,12.465,,0.0,,12,2.76,5.32,69,,수경
1104,farm05,20181010,14주차,291.5025,99.18375,16.0866667,11.7683333,0.0,1756,11.7691667,,0.0,,10,2.25,5.71,86,,수경
1104,farm05,20181011,14주차,301.1675,99.2004167,17.1895833,10.61125,0.0,1801,10.6108333,,0.0,,11,2.35,5.67,85,,수경
1105,farm05,20181005,14주차,272.0233333,99.1554167,15.0379167,10.2954167,0.0,2064,10.295,,0.0,,11,2.29,5.7,87,,수경
1105,farm05,20181006,14주차,278.095,99.18375,15.6775,11.0954167,0.0,1993,11.0954167,,0.0,,8,2.47,5.93,84,,수경
1105,farm05,20181007,14주차,285.3575,99.2154167,16.7716667,12.9879167,0.0,1563,12.9870833,,0.0,,11,2.35,5.89,88,,수경
1105,farm05,20181008,14주차,288.7820833,99.2104167,17.5404167,14.44625,1.0,1604,14.4479167,,0.0,,11,2.3,5.63,85,,수경
1105,farm05,20181009,14주차,297.1258333,99.1183333,15.0445833,12.4658333,0.0,597,12.465,,0.0,,12,2.76,5.32,69,,수경
1105,farm05,20181010,14주차,291.5025,99.18375,16.0866667,11.7683333,0.0,1756,11.7691667,,0.0,,10,2.25,5.71,86,,수경
1105,farm05,20181011,14주차,301.1675,99.2004167,17.1895833,10.61125,0.0,1801,10.6108333,,0.0,,11,2.35,5.67,85,,수경
1106,farm05,20181005,14주차,272.0233333,99.1554167,15.0379167,10.2954167,0.0,2064,10.295,,0.0,,11,2.29,5.7,87,,수경
1106,farm05,20181006,14주차,278.095,99.18375,15.6775,11.0954167,0.0,1993,11.0954167,,0.0,,8,2.47,5.93,84,,수경
1106,farm05,20181007,14주차,285.3575,99.2154167,16.7716667,12.9879167,0.0,1563,12.9870833,,0.0,,11,2.35,5.89,88,,수경
1106,farm05,20181008,14주차,288.7820833,99.2104167,17.5404167,14.44625,1.0,1604,14.4479167,,0.0,,11,2.3,5.63,85,,수경
1106,farm05,20181009,14주차,297.1258333,99.1183333,15.0445833,12.4658333,0.0,597,12.465,,0.0,,12,2.76,5.32,69,,수경
1106,farm05,20181010,14주차,291.5025,99.18375,16.0866667,11.7683333,0.0,1756,11.7691667,,0.0,,10,2.25,5.71,86,,수경
1106,farm05,20181011,14주차,301.1675,99.2004167,17.1895833,10.61125,0.0,1801,10.6108333,,0.0,,11,2.35,5.67,85,,수경
1107,farm05,20181005,14주차,272.0233333,99.1554167,15.0379167,10.2954167,0.0,2064,10.295,,0.0,,11,2.29,5.7,87,,수경
1107,farm05,20181006,14주차,278.095,99.18375,15.6775,11.0954167,0.0,1993,11.0954167,,0.0,,8,2.47,5.93,84,,수경
1107,farm05,20181007,14주차,285.3575,99.2154167,16.7716667,12.9879167,0.0,1563,12.9870833,,0.0,,11,2.35,5.89,88,,수경
1107,farm05,20181008,14주차,288.7820833,99.2104167,17.5404167,14.44625,1.0,1604,14.4479167,,0.0,,11,2.3,5.63,85,,수경
1107,farm05,20181009,14주차,297.1258333,99.1183333,15.0445833,12.4658333,0.0,597,12.465,,0.0,,12,2.76,5.32,69,,수경
1107,farm05,20181010,14주차,291.5025,99.18375,16.0866667,11.7683333,0.0,1756,11.7691667,,0.0,,10,2.25,5.71,86,,수경
1107,farm05,20181011,14주차,301.1675,99.2004167,17.1895833,10.61125,0.0,1801,10.6108333,,0.0,,11,2.35,5.67,85,,수경
1109,farm05,20181012,15주차,298.4558333,99.25625,17.6958333,11.0883333,0.0,1886,11.08875,,0.0,,10,2.42,5.84,90,,수경
1109,farm05,20181013,15주차,294.5454167,99.2083333,17.6183333,11.1645833,1.0,1837,11.1629167,,0.0,,11,2.26,5.8,84,,수경
1109,farm05,20181014,15주차,317.03375,99.2195833,16.9904167,11.6029167,0.0,1863,11.60375,,0.0,,8,2.36,5.69,91,,수경
1109,farm05,20181015,15주차,289.07,99.175,17.4491667,12.7816667,0.0,1051,12.7808333,,0.0,,13,2.69,5.33,71,,수경
1109,farm05,20181016,15주차,296.755,99.1545833,15.9916667,12.95625,1.0,823,12.9570833,,0.0,,12,2.69,5.45,61,,수경
1109,farm05,20181017,15주차,331.2229167,99.1366667,18.2133333,12.8404167,1.0,1684,12.84,,0.0,,8,2.29,5.95,88,,수경
1109,farm05,20181018,15주차,294.405,99.1783333,17.715,11.7679167,0.0,1707,11.7675,,0.0,,9,2.23,5.75,87,,수경
1110,farm05,20181012,15주차,298.4558333,99.25625,17.6958333,11.0883333,0.0,1886,11.08875,,0.0,,10,2.42,5.84,90,,수경
1110,farm05,20181013,15주차,294.5454167,99.2083333,17.6183333,11.1645833,1.0,1837,11.1629167,,0.0,,11,2.26,5.8,84,,수경
1110,farm05,20181014,15주차,317.03375,99.2195833,16.9904167,11.6029167,0.0,1863,11.60375,,0.0,,8,2.36,5.69,91,,수경
1110,farm05,20181015,15주차,289.07,99.175,17.4491667,12.7816667,0.0,1051,12.7808333,,0.0,,13,2.69,5.33,71,,수경
1110,farm05,20181016,15주차,296.755,99.1545833,15.9916667,12.95625,1.0,823,12.9570833,,0.0,,12,2.69,5.45,61,,수경
1110,farm05,20181017,15주차,331.2229167,99.1366667,18.2133333,12.8404167,1.0,1684,12.84,,0.0,,8,2.29,5.95,88,,수경
1110,farm05,20181018,15주차,294.405,99.1783333,17.715,11.7679167,0.0,1707,11.7675,,0.0,,9,2.23,5.75,87,,수경
1112,farm05,20181019,16주차,285.2691667,99.11375,16.7479167,13.5658333,1.0,193,13.5658333,,0.0,,13,2.72,5.35,70,,수경
1112,farm05,20181020,16주차,279.7291667,98.88,15.8691667,11.0591667,1.0,1046,11.05875,,0.0,,13,2.65,5.33,64,,수경
1112,farm05,20181021,16주차,292.5558333,99.1191667,16.8975,12.1770833,1.0,1549,12.1770833,,0.0,,9,2.21,5.77,83,,수경
1112,farm05,20181022,16주차,295.9133333,99.0191667,16.1429167,11.4133333,1.0,866,11.4133333,,0.0,,12,2.66,5.39,73,,수경
1112,farm05,20181023,16주차,291.5329167,99.0245833,15.6708333,8.5641667,0.0,1541,8.565,,0.0,,9,2.38,5.97,90,,수경
1112,farm05,20181024,16주차,292.3083333,99.0033333,14.67875,7.595,0.0,1206,7.5941667,,0.0,,12,2.63,5.41,74,,수경
1112,farm05,20181025,16주차,290.6779167,99.1420833,15.02,6.93375,0.0,1589,6.935,,0.0,,15,2.51,6.11,82,,수경
1113,farm05,20181019,16주차,285.2691667,99.11375,16.7479167,13.5658333,1.0,193,13.5658333,,0.0,,13,2.72,5.35,70,,수경
1113,farm05,20181020,16주차,279.7291667,98.88,15.8691667,11.0591667,1.0,1046,11.05875,,0.0,,13,2.65,5.33,64,,수경
1113,farm05,20181021,16주차,292.5558333,99.1191667,16.8975,12.1770833,1.0,1549,12.1770833,,0.0,,9,2.21,5.77,83,,수경
1113,farm05,20181022,16주차,295.9133333,99.0191667,16.1429167,11.4133333,1.0,866,11.4133333,,0.0,,12,2.66,5.39,73,,수경
1113,farm05,20181023,16주차,291.5329167,99.0245833,15.6708333,8.5641667,0.0,1541,8.565,,0.0,,9,2.38,5.97,90,,수경
1113,farm05,20181024,16주차,292.3083333,99.0033333,14.67875,7.595,0.0,1206,7.5941667,,0.0,,12,2.63,5.41,74,,수경
1113,farm05,20181025,16주차,290.6779167,99.1420833,15.02,6.93375,0.0,1589,6.935,,0.0,,15,2.51,6.11,82,,수경
1114,farm05,20181019,16주차,285.2691667,99.11375,16.7479167,13.5658333,1.0,193,13.5658333,,0.0,,13,2.72,5.35,70,,수경
1114,farm05,20181020,16주차,279.7291667,98.88,15.8691667,11.0591667,1.0,1046,11.05875,,0.0,,13,2.65,5.33,64,,수경
1114,farm05,20181021,16주차,292.5558333,99.1191667,16.8975,12.1770833,1.0,1549,12.1770833,,0.0,,9,2.21,5.77,83,,수경
1114,farm05,20181022,16주차,295.9133333,99.0191667,16.1429167,11.4133333,1.0,866,11.4133333,,0.0,,12,2.66,5.39,73,,수경
1114,farm05,20181023,16주차,291.5329167,99.0245833,15.6708333,8.5641667,0.0,1541,8.565,,0.0,,9,2.38,5.97,90,,수경
1114,farm05,20181024,16주차,292.3083333,99.0033333,14.67875,7.595,0.0,1206,7.5941667,,0.0,,12,2.63,5.41,74,,수경
1114,farm05,20181025,16주차,290.6779167,99.1420833,15.02,6.93375,0.0,1589,6.935,,0.0,,15,2.51,6.11,82,,수경
1116,farm05,20181026,17주차,294.1633333,99.15875,15.4920833,8.7216667,0.0,1718,8.7204167,,0.0,,13,2.56,6.2,89,,수경
1116,farm05,20181027,17주차,306.7245833,99.1675,15.8404167,9.3366667,0.0,1585,9.3358333,,0.0,,15,2.52,6.08,91,,수경
1116,farm05,20181028,17주차,322.7841667,99.11125,16.44375,9.9025,0.0,1618,9.9029167,,0.0,,16,2.51,6.06,88,,수경
1116,farm05,20181029,17주차,323.30875,99.17125,16.38,9.7820833,0.0,1502,9.7820833,,0.0,,15,2.5,6.06,85,,수경
1116,farm05,20181030,17주차,318.6941667,99.1025,15.9129167,10.76375,0.0,1412,10.7629167,,0.0,,13,2.53,6.22,87,,수경
1116,farm05,20181031,17주차,309.9775,99.04875,15.9804167,13.1975,1.0,501,13.1979167,,0.0,,9,2.73,5.3,101,,수경
1116,farm05,20181101,17주차,303.6825,99.1116667,16.6570833,15.6858333,1.0,165,15.685,,0.0,,10,2.71,4.94,119,,수경
1117,farm05,20181026,17주차,294.1633333,99.15875,15.4920833,8.7216667,0.0,1718,8.7204167,,0.0,,13,2.56,6.2,89,,수경
1117,farm05,20181027,17주차,306.7245833,99.1675,15.8404167,9.3366667,0.0,1585,9.3358333,,0.0,,15,2.52,6.08,91,,수경
1117,farm05,20181028,17주차,322.7841667,99.11125,16.44375,9.9025,0.0,1618,9.9029167,,0.0,,16,2.51,6.06,88,,수경
1117,farm05,20181029,17주차,323.30875,99.17125,16.38,9.7820833,0.0,1502,9.7820833,,0.0,,15,2.5,6.06,85,,수경
1117,farm05,20181030,17주차,318.6941667,99.1025,15.9129167,10.76375,0.0,1412,10.7629167,,0.0,,13,2.53,6.22,87,,수경
1117,farm05,20181031,17주차,309.9775,99.04875,15.9804167,13.1975,1.0,501,13.1979167,,0.0,,9,2.73,5.3,101,,수경
1117,farm05,20181101,17주차,303.6825,99.1116667,16.6570833,15.6858333,1.0,165,15.685,,0.0,,10,2.71,4.94,119,,수경
1118,farm05,20181026,17주차,294.1633333,99.15875,15.4920833,8.7216667,0.0,1718,8.7204167,,0.0,,13,2.56,6.2,89,,수경
1118,farm05,20181027,17주차,306.7245833,99.1675,15.8404167,9.3366667,0.0,1585,9.3358333,,0.0,,15,2.52,6.08,91,,수경
1118,farm05,20181028,17주차,322.7841667,99.11125,16.44375,9.9025,0.0,1618,9.9029167,,0.0,,16,2.51,6.06,88,,수경
1118,farm05,20181029,17주차,323.30875,99.17125,16.38,9.7820833,0.0,1502,9.7820833,,0.0,,15,2.5,6.06,85,,수경
1118,farm05,20181030,17주차,318.6941667,99.1025,15.9129167,10.76375,0.0,1412,10.7629167,,0.0,,13,2.53,6.22,87,,수경
1118,farm05,20181031,17주차,309.9775,99.04875,15.9804167,13.1975,1.0,501,13.1979167,,0.0,,9,2.73,5.3,101,,수경
1118,farm05,20181101,17주차,303.6825,99.1116667,16.6570833,15.6858333,1.0,165,15.685,,0.0,,10,2.71,4.94,119,,수경
1119,farm05,20181026,17주차,294.1633333,99.15875,15.4920833,8.7216667,0.0,1718,8.7204167,,0.0,,13,2.56,6.2,89,,수경
1119,farm05,20181027,17주차,306.7245833,99.1675,15.8404167,9.3366667,0.0,1585,9.3358333,,0.0,,15,2.52,6.08,91,,수경
1119,farm05,20181028,17주차,322.7841667,99.11125,16.44375,9.9025,0.0,1618,9.9029167,,0.0,,16,2.51,6.06,88,,수경
1119,farm05,20181029,17주차,323.30875,99.17125,16.38,9.7820833,0.0,1502,9.7820833,,0.0,,15,2.5,6.06,85,,수경
1119,farm05,20181030,17주차,318.6941667,99.1025,15.9129167,10.76375,0.0,1412,10.7629167,,0.0,,13,2.53,6.22,87,,수경
1119,farm05,20181031,17주차,309.9775,99.04875,15.9804167,13.1975,1.0,501,13.1979167,,0.0,,9,2.73,5.3,101,,수경
1119,farm05,20181101,17주차,303.6825,99.1116667,16.6570833,15.6858333,1.0,165,15.685,,0.0,,10,2.71,4.94,119,,수경
1120,farm05,20181102,18주차,284.28125,98.94125,15.5541667,12.645,1.0,857,12.6445833,,0.0,,10,2.76,5.32,131,,수경
1120,farm05,20181103,18주차,319.3879167,99.10375,16.0529167,9.8870833,0.0,1313,9.8875,,0.0,,16,2.49,6.04,84,,수경
1120,farm05,20181104,18주차,318.93125,99.0608333,15.4066667,10.2225,1.0,600,10.2225,,0.0,,10,2.72,4.99,118,,수경
1120,farm05,20181105,18주차,296.6845833,99.0758333,15.0608333,10.6641667,1.0,1382,10.6641667,,0.0,,14,2.55,6.18,88,,수경
1120,farm05,20181106,18주차,304.7070833,99.09625,14.8345833,7.5475,0.0,1295,7.5475,,0.0,,14,2.54,6.22,88,,수경
1120,farm05,20181107,18주차,292.3979167,99.1641667,15.97375,7.5120833,0.0,1375,7.51125,,0.0,,13,2.55,6.13,87,,수경
1120,farm05,20181108,18주차,309.1375,99.12125,15.9166667,9.09875,0.0,1320,9.1,,0.0,,13,2.5,6.19,87,,수경
1121,farm05,20181102,18주차,284.28125,98.94125,15.5541667,12.645,1.0,857,12.6445833,,0.0,,10,2.76,5.32,131,,수경
1121,farm05,20181103,18주차,319.3879167,99.10375,16.0529167,9.8870833,0.0,1313,9.8875,,0.0,,16,2.49,6.04,84,,수경
1121,farm05,20181104,18주차,318.93125,99.0608333,15.4066667,10.2225,1.0,600,10.2225,,0.0,,10,2.72,4.99,118,,수경
1121,farm05,20181105,18주차,296.6845833,99.0758333,15.0608333,10.6641667,1.0,1382,10.6641667,,0.0,,14,2.55,6.18,88,,수경
1121,farm05,20181106,18주차,304.7070833,99.09625,14.8345833,7.5475,0.0,1295,7.5475,,0.0,,14,2.54,6.22,88,,수경
1121,farm05,20181107,18주차,292.3979167,99.1641667,15.97375,7.5120833,0.0,1375,7.51125,,0.0,,13,2.55,6.13,87,,수경
1121,farm05,20181108,18주차,309.1375,99.12125,15.9166667,9.09875,0.0,1320,9.1,,0.0,,13,2.5,6.19,87,,수경
1122,farm05,20181102,18주차,284.28125,98.94125,15.5541667,12.645,1.0,857,12.6445833,,0.0,,10,2.76,5.32,131,,수경
1122,farm05,20181103,18주차,319.3879167,99.10375,16.0529167,9.8870833,0.0,1313,9.8875,,0.0,,16,2.49,6.04,84,,수경
1122,farm05,20181104,18주차,318.93125,99.0608333,15.4066667,10.2225,1.0,600,10.2225,,0.0,,10,2.72,4.99,118,,수경
1122,farm05,20181105,18주차,296.6845833,99.0758333,15.0608333,10.6641667,1.0,1382,10.6641667,,0.0,,14,2.55,6.18,88,,수경
1122,farm05,20181106,18주차,304.7070833,99.09625,14.8345833,7.5475,0.0,1295,7.5475,,0.0,,14,2.54,6.22,88,,수경
1122,farm05,20181107,18주차,292.3979167,99.1641667,15.97375,7.5120833,0.0,1375,7.51125,,0.0,,13,2.55,6.13,87,,수경
1122,farm05,20181108,18주차,309.1375,99.12125,15.9166667,9.09875,0.0,1320,9.1,,0.0,,13,2.5,6.19,87,,수경
1124,farm05,20181109,19주차,329.85,99.025,14.94125,9.7929167,1.0,299,9.7925,,0.0,,9,2.77,5.41,126,,수경
1124,farm05,20181110,19주차,313.1804167,99.0320833,14.9683333,7.4504167,0.0,1470,7.4516667,,0.0,,16,2.52,6.03,84,,수경
1124,farm05,20181111,19주차,294.5975,99.0504167,13.2004167,5.1416667,0.0,391,5.1416667,,0.0,,10,2.76,4.97,118,,수경
1124,farm05,20181112,19주차,306.5983333,99.0379167,13.7804167,6.6033333,0.3470833,1165,6.6041667,,0.0,,11,2.83,5.53,113,,수경
1124,farm05,20181113,19주차,306.76875,99.0370833,14.585,5.6841667,0.0,1325,5.6841667,,0.0,,15,2.56,6.17,92,,수경
