Sample_no,조사일,주차,생장길이,줄기직경,개화군
1658,20191227,21주차,160.0,12.62,7.33
1659,20200103,22주차,95.0,14.46,7.25
1661,20200103,22주차,85.0,14.92,7.5
1662,20200103,22주차,90.0,14.38,6.5
1663,20211120,2주차,0.0,14.3,7.3
1664,20211120,2주차,0.0,12.6,7.6
1665,20211120,2주차,0.0,8.4,7.0
1667,20211126,3주차,145.0,117.0,8.33
1668,20211126,3주차,180.0,10.2,7.66
1670,20211126,3주차,50.0,120.0,8.0
1671,20210106,16주차,141.0,13.1,5.6
1672,20210106,16주차,152.0,11.9,5.5
1673,20210106,16주차,142.0,10.0,6.5
1674,20210106,16주차,150.0,10.5,6.6
1675,20210113,17주차,294.0,9.9,9.4
1676,20210113,17주차,237.0,12.5,8.6
1677,20210113,17주차,127.0,10.5,9.4
1679,20210127,19주차,141.0,5.7,11.2
1683,20210203,20주차,223.0,10.2,11.4
1684,20210203,20주차,205.0,11.6,10.6
1685,20210203,20주차,201.0,11.1,11.6
1686,20210203,20주차,211.0,10.8,11.4
1687,20210310,25주차,196.0,6.2,15.5
1688,20210310,25주차,202.0,6.6,14.5
1689,20210310,25주차,178.0,4.5,15.2
1690,20210310,25주차,205.0,5.8,15.2
1691,20210324,27주차,211.0,7.5,16.4
1692,20210324,27주차,217.0,9.6,15.25
1693,20210324,27주차,236.0,6.2,16.75
1695,20210331,28주차,180.0,5.6,17.6
1697,20210331,28주차,166.0,4.2,17.25
1699,20210407,29주차,194.0,4.3,18.4
1702,20210407,29주차,257.0,4.8,18.25
1703,20210414,30주차,175.0,6.6,19.0
1704,20210414,30주차,204.0,8.1,18.0
1705,20210414,30주차,173.0,6.8,18.0
1706,20210414,30주차,202.0,7.5,18.8
1707,20210421,31주차,173.0,5.6,19.67
1708,20210421,31주차,185.0,7.2,18.75
1709,20210421,31주차,232.0,8.9,18.33
1711,20210429,32주차,162.0,4.4,20.4
1712,20210429,32주차,257.0,6.5,19.75
1713,20210429,32주차,247.0,8.3,21.0
1714,20210429,32주차,225.0,4.6,20.4
1716,20210520,36주차,115.0,5.7,21.0
1717,20210520,36주차,87.0,4.4,21.2
1718,20210520,36주차,112.0,5.8,21.7
1719,20211201,15주차,2274.0,7.6,8.5
1720,20211201,15주차,2585.0,8.2,7.25
1722,20211201,15주차,2668.0,7.5,8.25
1723,20211208,16주차,284.0,7.1,9.0
1724,20211208,16주차,151.0,8.3,8.75
1725,20211208,16주차,254.0,6.5,8.25
1726,20211208,16주차,224.0,7.6,8.75
1728,20211222,18주차,202.0,8.9,10.0
1729,20211222,18주차,169.0,7.3,10.2
1730,20211222,18주차,127.0,9.9,10.33
1731,20210211,5주차,0.0,3.17,0.3
1732,20210211,5주차,0.0,3.04,0.0
1733,20210211,5주차,0.0,3.23,0.2
1734,20210211,5주차,340.0,1.91,0.0
1736,20210218,6주차,160.0,6.19,0.18
1737,20210218,6주차,115.0,6.82,0.42
1739,20210225,7주차,95.0,5.41,1.09
1740,20210225,7주차,100.0,9.73,0.55
1741,20210225,7주차,105.0,5.78,1.0
1742,20210225,7주차,110.0,8.35,0.42
1743,20210304,8주차,115.0,8.4,1.38
1744,20210304,8주차,160.0,8.44,1.23
1745,20210304,8주차,105.0,8.99,1.33
1746,20210304,8주차,120.0,11.45,1.3
1747,20210311,9주차,145.0,8.4,2.17
1748,20210311,9주차,100.0,11.45,1.42
1750,20210311,9주차,170.0,8.14,2.31
1751,20210318,10주차,175.0,7.39,3.25
1754,20210318,10주차,170.0,8.09,3.17
1755,20210324,11주차,60.0,6.04,4.13
1756,20210324,11주차,110.0,9.98,3.33
1757,20210324,11주차,190.0,11.36,4.31
1758,20210324,11주차,60.0,11.04,3.38
1761,20210401,12주차,40.0,8.4,4.33
1762,20210401,12주차,200.0,8.5,4.27
1765,20210407,13주차,90.0,6.9,5.33
1766,20210407,13주차,180.0,9.89,5.39
1768,20210414,14주차,150.0,7.3,5.35
1769,20210414,14주차,170.0,4.3,6.07
1770,20210414,14주차,180.0,5.0,6.33
1772,20210220,55주차,0.0,8.56,9.5
1774,20210220,55주차,0.0,10.69,9.4
1775,20210228,56주차,182.0,94.3,9.5
1776,20210228,56주차,194.0,6.5,9.5
1777,20210228,56주차,202.0,10.6,10.5
1778,20210228,56주차,214.0,7.02,11.3
1781,20210306,57주차,0.0,9.84,11.4
1784,20210313,58주차,0.0,11.01,2.3
1785,20210313,58주차,0.0,15.0,1.5
1786,20210313,58주차,0.0,14.65,1.8
1788,20210321,59주차,290.0,9.81,3.4
1789,20210321,59주차,305.0,6.45,3.1
1790,20210321,59주차,290.0,12.49,2.6
1791,20210328,60주차,0.0,10.13,4.4
1794,20210328,60주차,0.0,5.9,4.1
1795,20210409,61주차,0.0,7.71,6.7
1796,20210409,61주차,0.0,9.21,6.5
1797,20210409,61주차,0.0,8.52,6.2
1798,20210409,61주차,0.0,10.09,5.5
1799,20210428,64주차,0.0,6.58,9.4
1800,20210428,64주차,0.0,6.55,8.4
1801,20210428,64주차,0.0,6.72,8.5
1802,20210428,64주차,0.0,5.43,8.4
1804,20210516,66주차,0.0,7.35,12.2
1805,20210516,66주차,0.0,6.54,9.3
1807,20210522,67주차,0.0,8.41,12.3
1808,20210522,67주차,0.0,7.2,9.0
1809,20210522,67주차,0.0,6.67,9.1
1810,20210522,67주차,0.0,7.09,9.0
1811,20210529,68주차,0.0,5.67,11.1
1813,20210529,68주차,0.0,8.08,9.1
1814,20210529,68주차,0.0,7.52,9.0
1815,20210605,69주차,0.0,5.84,12.0
1817,20210605,69주차,0.0,6.8,9.0
1818,20210605,69주차,0.0,7.31,9.0
1819,20210610,70주차,0.0,6.03,12.0
1821,20210610,70주차,0.0,7.04,9.0
1823,20211222,18주차,64.0,9.1,0.0
1825,20211222,18주차,77.0,7.9,8.67
1826,20211222,18주차,149.0,4.9,9.6
1827,20220406,33주차,120.0,4.8,17.5
1828,20220406,33주차,90.0,4.6,19.5
1829,20220406,33주차,110.0,6.0,17.6
1830,20220406,33주차,145.0,5.6,18.4
1832,20220413,34주차,120.0,3.1,20.0
1834,20220413,34주차,105.0,7.9,19.0
1836,20210217,25주차,170.0,10.9,16.6
1837,20210217,25주차,180.0,6.5,16.5
1838,20210217,25주차,160.0,7.8,16.3
1839,20210302,27주차,145.0,7.4,14.7
1840,20210302,27주차,120.0,9.2,15.0
1841,20210302,27주차,260.0,4.7,14.2
1842,20210302,27주차,140.0,13.6,14.5
1843,20210330,31주차,185.0,4.8,19.4
1844,20210330,31주차,190.0,6.2,20.0
1845,20210330,31주차,165.0,7.3,19.8
1846,20210330,31주차,200.0,7.6,17.0
1847,20210413,33주차,90.0,8.3,21.0
1848,20210413,33주차,90.0,5.4,21.0
1849,20210413,33주차,75.0,6.8,21.0
1850,20210413,33주차,110.0,5.3,18.4
1852,20210216,11주차,200.0,10.9,5.3
1853,20210216,11주차,160.0,10.6,5.4
1854,20210216,11주차,180.0,12.2,6.3
1855,20210303,13주차,290.0,8.7,6.3
1856,20210303,13주차,240.0,10.6,6.2
1857,20210303,13주차,225.0,6.1,7.6
1859,20210310,14주차,230.0,8.7,7.7
1861,20210310,14주차,220.0,10.2,7.5
1862,20210310,14주차,110.0,5.9,7.2
1863,20210324,16주차,190.0,9.4,7.5
1864,20210324,16주차,190.0,7.3,7.2
1869,20210331,17주차,245.0,8.6,9.5
1870,20210331,17주차,255.0,8.3,9.8
1871,20210422,20주차,215.0,5.9,10.6
1872,20210422,20주차,325.0,8.3,10.9
1873,20210422,20주차,335.0,7.4,10.7
1875,20210526,25주차,160.0,4.5,14.5
1876,20210526,25주차,130.0,8.5,14.8
1877,20210526,25주차,180.0,13.9,14.7
1878,20210601,26주차,155.0,7.0,15.5
1880,20210601,26주차,170.0,6.8,15.6
1881,20210608,27주차,225.0,6.0,17.0
1883,20210608,27주차,95.0,17.9,17.0
1884,20210209,17주차,200.0,11.01,8.33
1885,20210209,17주차,270.0,10.87,8.33
1886,20210209,17주차,177.0,11.21,9.66
1889,20210216,18주차,230.0,12.19,9.33
1890,20210216,18주차,207.0,8.76,10.25
1891,20210216,18주차,213.0,11.03,9.25
1893,20210223,19주차,280.0,12.13,10.5
1894,20210223,19주차,223.0,11.1,12.0
1895,20210223,19주차,287.0,15.46,10.4
1898,20210302,20주차,200.0,7.73,12.25
1899,20210302,20주차,158.0,16.17,10.4
1900,20210309,21주차,210.0,10.61,11.6
1901,20210309,21주차,264.0,9.07,12.5
1902,20210309,21주차,210.0,10.25,12.25
1903,20210309,21주차,232.0,10.6,11.33
1904,20210316,22주차,250.0,7.38,12.25
1905,20210316,22주차,210.0,8.32,13.25
1906,20210316,22주차,190.0,9.28,13.5
1907,20210316,22주차,200.0,10.86,12.5
1908,20210324,23주차,0.0,9.33,12.75
1909,20210324,23주차,230.0,9.75,13.2
1910,20210324,23주차,190.0,10.01,13.25
1911,20210324,23주차,210.0,11.94,12.25
1913,20210330,24주차,0.0,11.81,13.4
1914,20210330,24주차,0.0,9.99,14.0
1915,20210330,24주차,0.0,12.66,12.4
1917,20210420,27주차,0.0,12.35,14.0
1918,20210420,27주차,0.0,11.24,14.0
1920,20210427,28주차,0.0,10.5,13.0
1922,20210427,28주차,0.0,10.28,14.0
1923,20210427,28주차,0.0,13.13,13.0
1924,20210504,29주차,0.0,10.77,13.0
1925,20210504,29주차,0.0,13.36,14.0
1926,20210504,29주차,0.0,11.14,14.0
1928,20210511,30주차,0.0,10.62,13.0
1931,20210511,30주차,0.0,12.35,13.0
1932,20211116,12주차,0.0,13.84,2.33
1934,20211116,12주차,0.0,13.09,2.33
1935,20211116,12주차,0.0,11.47,2.33
1936,20210213,6주차,245.0,9.47,1.0
1937,20210213,6주차,220.0,6.48,0.0
1938,20210213,6주차,140.0,7.18,0.5
1939,20210213,6주차,260.0,9.88,1.25
1940,20210306,9주차,240.0,9.14,1.0
1942,20210306,9주차,155.0,4.42,1.5
1943,20210306,9주차,285.0,13.8,1.5
1944,20210324,12주차,140.0,11.24,3.0
1945,20210324,12주차,150.0,7.59,0.75
1946,20210324,12주차,70.0,5.89,0.5
1947,20210324,12주차,160.0,7.09,2.0
1948,20210415,15주차,280.0,9.74,0.75
1949,20210415,15주차,170.0,8.63,2.0
1950,20210415,15주차,177.0,6.39,1.0
1952,20210422,16주차,185.0,9.6,1.75
1953,20210422,16주차,200.0,8.39,1.75
1954,20210422,16주차,140.0,6.57,2.0
1955,20210422,16주차,222.0,7.68,2.0
1957,20210512,19주차,0.0,6.52,0.0
1958,20210512,19주차,0.0,9.06,0.0
1959,20210512,19주차,0.0,11.64,0.0
1960,20211124,1주차,0.0,3.19,0.0
1961,20211124,1주차,0.0,3.64,0.0
1962,20211124,1주차,0.0,3.63,0.0
1963,20211124,1주차,0.0,4.09,0.0
1964,20211204,2주차,100.0,4.5,0.0
1965,20211204,2주차,100.0,4.38,0.25
1971,20211211,3주차,170.0,8.74,0.5
1972,20211218,4주차,130.0,8.1,0.66
1973,20211218,4주차,160.0,9.71,0.5
1974,20211218,4주차,160.0,8.54,0.5
1975,20211218,4주차,130.0,8.46,0.5
1976,20211225,5주차,310.0,8.94,1.0
1978,20211225,5주차,130.0,9.2,1.0
1979,20211225,5주차,170.0,8.89,0.66
1981,20220331,29주차,0.0,10.0,17.33
1983,20220331,29주차,0.0,10.0,18.67
1984,20220407,30주차,0.0,11.0,20.0
1987,20220407,30주차,0.0,10.0,21.0
1988,20220420,32주차,0.0,11.0,20.43
1990,20220420,32주차,0.0,11.0,18.2
1991,20220420,32주차,0.0,10.0,21.4
1992,20220505,34주차,0.0,11.0,0.0
1993,20220505,34주차,0.0,11.0,19.0
1995,20220505,34주차,0.0,10.0,0.0
1997,20220404,1주차,160.0,0.0,0.0
1999,20220404,1주차,140.0,0.0,0.0
2000,20160221,18주차,177.5,9.44,8.86
2004,20160228,19주차,187.5,9.4,8.86
2006,20160228,19주차,187.5,9.4,8.86
2008,20160306,20주차,172.5,8.49,8.9
2009,20160306,20주차,172.5,8.49,8.9
2010,20160306,20주차,172.5,8.49,8.9
2012,20160508,14주차,150.0,7.61,7.0
2013,20160508,14주차,80.0,3.27,7.0
2014,20160508,14주차,120.0,8.24,7.0
2017,20160529,17주차,50.0,5.07,7.0
2018,20160529,17주차,100.0,5.13,7.5
2019,20160529,17주차,80.0,4.85,6.75
2020,20160821,6주차,150.0,6.95,2.2
2021,20160821,6주차,140.0,10.13,1.4
2022,20160821,6주차,200.0,9.61,1.4
2023,20160821,6주차,210.0,8.47,2.2
2027,20160828,7주차,150.0,9.16,3.2
